disease,feature,k,n_case,n_control,smd_min,smd_max,direction_consistency,smd_REML,se_REML_HK,ci_low,ci_high,p_REML_HK,Q,I2,tau2_REML,accession,fdr_REML_HK
COPD,SRC_FAK,2,256,131,-0.280518517499887,-0.278776314371841,2,-0.27991737904575364,0.0008282136524725783,-0.29044083127936526,-0.269393926812142,0.0018836116932514466,5.801512526045456e-05,0.0,0.0,GSE76925;GSE47460,0.0282541753987717
COPD,TAM_AXL_AXIS,1,111,40,0.245449692270371,0.245449692270371,1,0.245449692270371,,,,,0.0,0.0,0.0,GSE76925,
COPD,TGFB_SMAD,2,256,131,-0.239000518458257,-0.11068988180959,2,-0.19461699180112968,0.06103262343669292,-0.9701100007736039,0.5808760171713445,0.19346246355271798,0.31626648884908565,0.0,0.0,GSE76925;GSE47460,0.41456242189868137
COPD,TIE_ANGPT_AXIS,2,256,131,-0.00414183246644,0.160536499100441,1,0.1036664295580094,0.07830110700736692,-0.8912434671467176,1.0985763262627364,0.41182670063161664,0.5220280032677461,0.0,0.0,GSE76925;GSE47460,0.617740050947425
COPD,VEGF_PDGF_AXIS,2,256,131,-0.437921413971119,-0.372103491113522,2,-0.3947546022344106,0.03126941395969327,-0.7920701779864724,0.002560973517651166,0.05032303016065982,0.08200980670631121,0.0,0.0,GSE76925;GSE47460,0.37742272620494866
COPD,WNT_CTNNB1,2,256,131,-0.691475604335295,-0.386052456869726,2,-0.5091839851501146,0.1498193767941179,-2.4128196601422762,1.3944516898420471,0.18217433326140225,1.7340976625882232,42.333121047666225,0.017994906377585558,GSE76925;GSE47460,0.41456242189868137
ESCC,EPH_RECEPTORS,2,70,70,-0.519419193544539,-0.150918663008341,2,-0.2556918364892699,0.1662274108936868,-2.3678113520686903,1.8564276790901504,0.36698037253228255,1.5818994674646505,36.784857662116494,0.012342341851404294,GSE23400;GSE20347,0.5555128457161439
ESCC,ERBB_LIGANDS,2,70,70,-0.377284839186976,-0.353984444138235,2,-0.3715918897831254,0.010011907769621648,-0.4988052397036362,-0.2443785398626146,0.01714848187815056,0.006563225054474762,0.0,0.0,GSE23400;GSE20347,0.2915241919285595
ESCC,ERBB_RECEPTORS,2,70,70,-0.890655361357744,-0.403649180380358,2,-0.6864327738658502,0.24031395540389047,-3.7399110921876373,2.3670455444559373,0.2143854714071098,2.6362375438516406,62.06715125758496,0.07051797279594935,GSE23400;GSE20347,0.45556912674010835
ESCC,FGFR_AXIS,2,70,70,-0.690478647877208,0.288465224328359,1,-0.22039743581255752,0.4890876977122654,-6.434845856888922,5.994050985263806,0.7304695438978533,11.322890380611629,91.16833276322876,0.4360952449943511,GSE23400;GSE20347,0.7356097085523505
ESCC,HGF_MET_AXIS,2,70,70,0.241999374205799,0.709566902961286,2,0.5165087127931378,0.230209200710847,-2.408576523590017,3.441593949176293,0.26691833592591735,2.5975473605651604,61.5021456323928,0.06391066395307804,GSE23400;GSE20347,0.5041790789711772
ESCC,IGF_INSR_AXIS,2,70,70,0.474710896040599,0.865979123772602,2,0.5553423210610772,0.15826271849818388,-1.4555761822804292,2.5662608244025837,0.17674014103220362,1.5027487415039167,33.455276162851895,0.0,GSE23400;GSE20347,0.45556912674010835
ESCC,JAK_STAT,2,70,70,-0.41396791954798,0.100563828258092,1,-0.11169194358473965,0.25329788903112244,-3.33014678085504,3.1067628936855605,0.7356097085523505,3.1963306463049266,68.7141253313065,0.08690607123228503,GSE23400;GSE20347,0.7356097085523505
ESCC,PDGFR_KIT_CSF1R,2,70,70,-0.343853618514807,-0.172212105787409,2,-0.21256314441530164,0.07278534874453428,-1.1373886873572299,0.7122623985266266,0.21002336992478743,0.36170979012210114,0.0,0.0,GSE23400;GSE20347,0.45556912674010835
ESCC,PI3K_AKT,2,70,70,-0.02970722498399,0.506363278232703,1,0.2739947586803619,0.2656516145804402,-3.1014290446740818,3.649418562034805,0.49015839327895044,3.586034477095644,72.11404390038359,0.10107340364516011,GSE23400;GSE20347,0.5555128457161439
ESCC,RAS_MAPK,2,70,70,-0.975193801328045,-0.0659764596236767,2,-0.4829964768671342,0.4530520243127413,-6.2395682539232205,5.273575300188952,0.4796412989586576,7.820730323935025,87.21347037194799,0.35766067645137706,GSE23400;GSE20347,0.5555128457161439
ESCC,RET_ALK_NTRK,2,70,70,-0.606878086468835,-0.0214108715071442,2,-0.34567739770092953,0.2910303076763532,-4.043568071468587,3.3522132760667276,0.4454940323051767,4.222395627310627,76.31676213541054,0.12880754246052395,GSE23400;GSE20347,0.5555128457161439
ESCC,SRC_FAK,2,70,70,0.9472206819945,1.51901897162043,2,1.134507114146312,0.2683539712886574,-2.2752533868129143,4.544267615105539,0.14786697990372724,2.122782233933827,52.89201200130391,0.06701714595920337,GSE23400;GSE20347,0.45556912674010835
ESCC,TAM_AXL_AXIS,2,70,70,-0.674000921575507,-0.486482933939234,2,-0.5288984918043097,0.07845126198043789,-1.5257162883390314,0.467919304730412,0.09374597429742274,0.37694059804792035,0.0,0.0,GSE23400;GSE20347,0.45556912674010835
ESCC,TGFB_SMAD,2,70,70,0.0382541664631496,0.696557481645014,2,0.3944927868869766,0.3280352269792798,-3.773589967789289,4.562575541563242,0.4416085103202932,5.264899524046413,81.00628520197407,0.174058329880114,GSE23400;GSE20347,0.5555128457161439
ESCC,TIE_ANGPT_AXIS,2,70,70,0.171214810891508,0.583214529309861,2,0.30965203035379935,0.19460532290930058,-2.1630430452811615,2.78234710598876,0.3571989486129792,1.9295182063589342,48.17359086302515,0.03175641115151402,GSE23400;GSE20347,0.5555128457161439
ESCC,VEGF_PDGF_AXIS,2,70,70,0.636286033387547,1.04476574929355,2,0.7178539241204263,0.16329576857655406,-1.357015543964272,2.7927233922051244,0.1423937055939282,1.4686077273976172,31.90829781537329,0.0,GSE23400;GSE20347,0.45556912674010835
ESCC,WNT_CTNNB1,2,70,70,0.365053021390222,0.579010312985618,2,0.52340787695277,0.09383451245094988,-0.6688726495681326,1.7156884034736728,0.11293103108039791,0.5399988663814779,0.0,0.0,GSE23400;GSE20347,0.45556912674010835
HCC,EPH_RECEPTORS,2,118,42,-0.449166868224861,-0.135681042792483,2,-0.17119090297054498,0.09935234098420923,-1.4335820885341475,1.0912002825930576,0.334768469231619,0.4081213759872209,0.0,0.0,GSE57957;GSE62232,0.4917868542096675
HCC,ERBB_LIGANDS,2,118,42,-1.29291267081778,-0.208647313697253,2,-0.6584317715969881,0.5342093665443918,-7.446205354892222,6.129341811698246,0.43392957724382425,4.7085573335873,78.76207234715497,0.44591942437347415,GSE57957;GSE62232,0.4917868542096675
HCC,ERBB_RECEPTORS,2,118,42,-0.437362561672167,-0.362038221890031,2,-0.4281729394276111,0.02465264836525215,-0.7414145368454272,-0.11493134200979488,0.036613839598476465,0.0233757549954529,0.0,0.0,GSE57957;GSE62232,0.370559662136869
HCC,FGFR_AXIS,2,118,42,-0.575408657466127,-0.280216866819337,2,-0.31442806774328674,0.09449052541000592,-1.5150440292315392,0.8861878937449659,0.18584822803529982,0.3595421368614403,0.0,0.0,GSE57957;GSE62232,0.4917868542096675
HCC,HGF_MET_AXIS,2,118,42,-0.87871901120033,-0.29507947690915,2,-0.36225575293518664,0.18626346500193086,-2.7289574741190297,2.004445968248657,0.3023463491709677,1.3901284650977717,28.06420233041792,0.0,GSE57957;GSE62232,0.4917868542096675
HCC,IGF_INSR_AXIS,2,118,42,-0.978418910015154,-0.659816848537167,2,-0.7016205475218783,0.10756949114470098,-2.06842052537258,0.6651794303288231,0.09684970562226344,0.40469901966774996,0.0,0.0,GSE57957;GSE62232,0.370559662136869
HCC,JAK_STAT,2,118,42,0.200802989841411,1.00723085001967,2,0.47147533715878026,0.3808073033100573,-4.3671402237293835,5.310090898046943,0.43252850747433297,2.6455807237275666,62.20111557998421,0.1671204342107327,GSE57957;GSE62232,0.4917868542096675
HCC,PDGFR_KIT_CSF1R,2,118,42,-0.10364215427263,0.0294290951468313,1,-0.08854615874328255,0.04220134956726846,-0.624765146487873,0.4476728290013079,0.28314000937960854,0.07393012303516984,0.0,0.0,GSE57957;GSE62232,0.4917868542096675
HCC,PI3K_AKT,2,118,42,0.0836751966266426,1.43359838858849,2,0.6847191216186872,0.6709018810263506,-7.83989753658684,9.209335779824215,0.4935114431312318,7.248111860499869,86.20330343617194,0.7745105759445611,GSE57957;GSE62232,0.5243559083269338
HCC,RAS_MAPK,2,118,42,0.602789943003703,0.82239057273972,2,0.6310454333374652,0.07352925089236799,-0.3032322825985183,1.5653231492734487,0.07384577519091809,0.19428490338945542,0.0,0.0,GSE57957;GSE62232,0.370559662136869
HCC,RET_ALK_NTRK,2,118,42,-1.37172595854415,-0.532936680692095,2,-0.8262298872321042,0.3999878647035275,-5.908557588140468,4.256097813676259,0.28702427265516356,2.7683097122107267,63.87687419550263,0.1929053030018878,GSE57957;GSE62232,0.4917868542096675
HCC,SRC_FAK,2,118,42,-1.03762527772542,-0.475520915523933,2,-0.5435162135073821,0.18329509829187657,-2.87250125954123,1.785468832526466,0.20706816479441678,1.2705125453931434,21.291607577903676,0.0,GSE57957;GSE62232,0.4917868542096675
HCC,TAM_AXL_AXIS,2,118,42,-0.73384162013053,-0.198894669464396,2,-0.2595600154524554,0.1696244606286705,-2.4148431404635464,1.8957231095586358,0.3684991541314724,1.1774617901602444,15.071554053239646,0.0,GSE57957;GSE62232,0.4917868542096675
HCC,TGFB_SMAD,2,118,42,0.275531708648055,1.39272597243785,2,0.7442767384707445,0.5513232767754424,-6.260949692056733,7.7495031689982214,0.4058801330776728,4.95924800590339,79.83565252615679,0.48207677912866886,GSE57957;GSE62232,0.4917868542096675
HCC,TIE_ANGPT_AXIS,2,118,42,0.152976211360844,0.308948562532293,2,0.2906068851224553,0.05024318281950383,-0.3477932823792153,0.9290070526241259,0.10898813592260853,0.10102788235536356,0.0,0.0,GSE57957;GSE62232,0.370559662136869
HCC,VEGF_PDGF_AXIS,2,118,42,0.389885924128127,0.668611308605962,2,0.6311894022824026,0.09502650238243204,-0.5762367923513713,1.8386155969161764,0.09512961793092813,0.3154226598587101,0.0,0.0,GSE57957;GSE62232,0.370559662136869
HCC,WNT_CTNNB1,2,118,42,-0.0188093338537167,0.762224618174127,1,0.0681620259561104,0.24568998237277484,-3.0536251916995187,3.189949243611739,0.8277148272265721,2.5128761234950914,60.20496232782351,0.0,GSE57957;GSE62232,0.8277148272265721
NAFLD,EPH_RECEPTORS,2,62,47,-0.755649901281595,0.541836416114277,1,-0.12482239222268608,0.6484957327965907,-8.364741943671806,8.115097159226433,0.878943983241292,9.42700779590185,89.3921801949212,0.7518036594050564,GSE33814;GSE66676,0.9375402487907114
NAFLD,ERBB_LIGANDS,2,62,47,-0.0080193784835369,0.381872224829244,1,0.13136349152803367,0.1868599106563144,-2.2429167902544087,2.505643773310476,0.6099175749463942,0.8812052087763856,0.0,0.0,GSE33814;GSE66676,0.9303021488258177
NAFLD,ERBB_RECEPTORS,2,62,47,-0.36092447402471,0.195544004531636,1,-0.12591343148832604,0.27485641191379223,-3.6182952743153356,3.3664684113386834,0.7265243315287404,1.7973277286619567,44.36184430624333,0.06494832570573916,GSE33814;GSE66676,0.9303021488258177
NAFLD,FGFR_AXIS,2,62,47,-0.340861402092652,0.245724862434613,1,-0.08869832277554572,0.2903948694065179,-3.778514987789475,3.6011183422383835,0.8112801315049828,1.9954864867799382,49.8869069460013,0.08244293129456498,GSE33814;GSE66676,0.9303021488258177
NAFLD,HGF_MET_AXIS,2,62,47,-0.375275573851173,-0.0197437449377738,2,-0.14688844028416237,0.17040602254149506,-2.3121022509735987,2.0183253704052735,0.5470995656658786,0.7329643812976323,0.0,0.0,GSE33814;GSE66676,0.9303021488258177
NAFLD,IGF_INSR_AXIS,2,62,47,-1.51667627547119,-0.399879251219566,2,-0.9257437338167371,0.5574499396958889,-8.008816797760938,6.157329330127464,0.34505394343502616,6.292151424822258,84.10718476902758,0.5223904463565772,GSE33814;GSE66676,0.9303021488258177
NAFLD,JAK_STAT,2,62,47,-0.336287801351052,0.347742572909844,1,-0.029751933626533313,0.34016996652021975,-4.352021173330137,4.29251730607707,0.9444613123304719,2.703125189579545,63.005782941353736,0.14488369381193916,GSE33814;GSE66676,0.9444613123304719
NAFLD,PDGFR_KIT_CSF1R,2,62,47,-0.0153732472290403,0.347887601939444,1,0.11470365264786918,0.17416040085192303,-2.0982140575109187,2.327621362806657,0.6292303301746792,0.7661842557189814,0.0,0.0,GSE33814;GSE66676,0.9303021488258177
NAFLD,PI3K_AKT,2,62,47,-0.366855853442398,-0.228810124407741,2,-0.2784032463040447,0.06623172146228888,-1.119957059233183,0.5631505666250933,0.14868701191643818,0.11029220407032225,0.0,0.0,GSE33814;GSE66676,0.7929973968876703
NAFLD,RAS_MAPK,2,62,47,-0.0240393644849775,0.996569117204344,1,0.4573694798972033,0.5094854995849456,-6.016257587941363,6.93099654773577,0.5342822990994286,5.718868697319955,82.51402413787481,0.4280803427602414,GSE33814;GSE66676,0.9303021488258177
NAFLD,RET_ALK_NTRK,1,31,13,-0.377765152161321,-0.377765152161321,1,-0.377765152161321,,,,,0.0,0.0,0.0,GSE33814,
NAFLD,SRC_FAK,2,62,47,-0.194102166879557,0.109823117677764,1,-0.08415740323485238,0.14603815434130318,-1.93974809158853,1.771433285118825,0.6671827114656408,0.5393025611346582,0.0,0.0,GSE33814;GSE66676,0.9303021488258177
NAFLD,TAM_AXL_AXIS,2,62,47,-0.47411927316958,-0.356433721191139,2,-0.39871234169327185,0.05646327159417147,-1.1161462306430514,0.3187215472565078,0.08955878933916842,0.07942239808433832,0.0,0.0,GSE33814;GSE66676,0.7164703147133473
NAFLD,TGFB_SMAD,2,62,47,-0.925900131499335,-0.36541950451621,2,-0.5937164484166011,0.2753843126638919,-4.092805906254757,2.905373009421555,0.27648165980431,1.7296464941983616,42.184717897314066,0.060862999446905604,GSE33814;GSE66676,0.9303021488258177
NAFLD,TIE_ANGPT_AXIS,2,62,47,-0.206434974295598,0.518194289355838,1,0.18781994943202254,0.360904017971852,-4.3979003930264,4.773540291890446,0.6945204911474688,3.028172427336442,66.97678140872604,0.17380301235963527,GSE33814;GSE66676,0.9303021488258177
NAFLD,VEGF_PDGF_AXIS,2,62,47,-0.313182697748166,0.658266573703205,1,0.14586156362363017,0.48499131886579794,-6.016537429152582,6.308260556399843,0.8140143802225905,5.345926513533288,81.29416860728472,0.3821684131552924,GSE33814;GSE66676,0.9303021488258177
NAFLD,WNT_CTNNB1,2,62,47,0.0812640454703375,0.089019560162184,2,0.08406344977139084,0.003724802913508514,0.03673534135045166,0.13139155819233,0.02818981553136179,0.0003517595636673626,0.0,0.0,GSE33814;GSE66676,0.45103704850178866
PAAD,EPH_RECEPTORS,3,123,123,0.104583312775087,1.063863462833,3,0.7299593679260387,0.3168255973928947,-0.6332311535510037,2.093149889403081,0.14774464961382985,19.581276445473097,89.78616125680422,0.27063474611688515,GSE15471;GSE28735;GSE62452,0.2954892992276597
PAAD,ERBB_LIGANDS,3,123,123,0.316321055159834,0.425699042199508,3,0.3903107852895212,0.034346828051798665,0.24252831181421425,0.5380932587648282,0.007654961589851162,0.26937120949332677,0.0,0.0,GSE15471;GSE28735;GSE62452,0.04082646181253953
PAAD,ERBB_RECEPTORS,3,123,123,-0.0428078881724326,0.210464154477107,2,0.12599851985549718,0.0779213737237637,-0.2092700915028827,0.4612671312138771,0.247271619168048,1.4730119188190693,0.0,0.0,GSE15471;GSE28735;GSE62452,0.39310600402981516
PAAD,FGFR_AXIS,3,123,123,-0.466376099211724,0.263094296327333,2,-0.20590666928962498,0.23264783883117676,-1.2069095281069004,0.7950961895276505,0.46949519849208826,11.89875901397229,83.19152444678079,0.13488351141971497,GSE15471;GSE28735;GSE62452,0.5365659411338152
PAAD,HGF_MET_AXIS,3,123,123,1.14678942223358,1.2657789370825,3,1.1957687475792582,0.0337509313271191,1.0505502107730427,1.3409872843854738,0.0007957167892851916,0.1632944729148673,0.0,0.0,GSE15471;GSE28735;GSE62452,0.006365734314281533
PAAD,IGF_INSR_AXIS,3,123,123,-0.673936800069901,0.126971709936312,2,-0.3922187961429309,0.2598525802534258,-1.5102742099027744,0.7258366176169126,0.27026037777049794,14.461756467157576,86.17042124487459,0.1745270681890031,GSE15471;GSE28735;GSE62452,0.39310600402981516
PAAD,JAK_STAT,3,123,123,0.33894645597085,0.872756961060223,3,0.5173359754999551,0.16368522509500924,-0.18694470507474148,1.2216166560746518,0.08721206212457733,5.1151865720875795,60.90074190228858,0.046903173002857776,GSE15471;GSE28735;GSE62452,0.19934185628474818
PAAD,PDGFR_KIT_CSF1R,3,123,123,-0.175290689789126,0.848564268647731,1,0.15820811920833405,0.3379413323019874,-1.2958360767159822,1.6122523151326502,0.6857375620260533,21.09566814588519,90.51938063222657,0.3096469590469478,GSE15471;GSE28735;GSE62452,0.7314533994944569
PAAD,PI3K_AKT,3,123,123,0.186046977144588,0.450823725549996,3,0.27333445279301805,0.07853317263208168,-0.0645665168082939,0.6112354223943299,0.07355772018400505,1.453915723720065,0.0,0.0,GSE15471;GSE28735;GSE62452,0.19615392049068014
PAAD,RAS_MAPK,3,123,123,0.817850138837962,0.851396890395371,3,0.8408895247314767,0.010595844212252384,0.795299286707629,0.8864797627553245,0.00015874126021826895,0.020403124618487367,0.0,0.0,GSE15471;GSE28735;GSE62452,0.002539860163492303
PAAD,RET_ALK_NTRK,1,36,36,-0.749161615065961,-0.749161615065961,1,-0.7491616150659609,,,,,3.464991314342577e-31,100.0,0.0,GSE15471,
PAAD,SRC_FAK,3,123,123,-0.031994919573051,0.728639988614958,2,0.4738654480306308,0.25379895682755355,-0.6181433263710083,1.56587422243227,0.20285680395033814,13.66200817418157,85.36086368488934,0.16500894747543252,GSE15471;GSE28735;GSE62452,0.3606343181339345
PAAD,TAM_AXL_AXIS,3,123,123,-0.23626461952666,0.412808530489692,2,-0.01917595947353427,0.21081497739571337,-0.9262395974372715,0.887887678490203,0.935813430239965,9.714039500959435,79.41124287375541,0.10540398201329826,GSE15471;GSE28735;GSE62452,0.935813430239965
PAAD,TGFB_SMAD,3,123,123,0.536794822150901,1.01467541118491,3,0.677386355610922,0.14929242392485334,0.03503290027973793,1.3197398109421061,0.045298849169696,3.987013699887084,49.83714251955939,0.029983566555765537,GSE15471;GSE28735;GSE62452,0.14495631734302722
PAAD,TIE_ANGPT_AXIS,3,123,123,0.0499969116469086,0.719203650960248,3,0.2728902286909691,0.21383285476899053,-0.6471582875909482,1.1929387449728863,0.3300519006530386,9.153461939148224,78.15034340781767,0.10625248487056016,GSE15471;GSE28735;GSE62452,0.4400692008707181
PAAD,VEGF_PDGF_AXIS,3,123,123,0.0116174104362505,0.611931280396352,3,0.20644106448227034,0.19393925800154332,-0.6280122133636552,1.040894342328196,0.3986260778977916,7.864121602468093,74.56804330985528,0.0832165115976214,GSE15471;GSE28735;GSE62452,0.4906167112588204
PAAD,WNT_CTNNB1,3,123,123,0.570264229327843,1.0148495738548,3,0.6930125930151189,0.14040643169538983,0.0888924764065685,1.2971327096236691,0.038681912773038354,3.5608797036996687,43.834103749080654,0.02217798477996019,GSE15471;GSE28735;GSE62452,0.14495631734302722
STAD,EPH_RECEPTORS,3,163,156,0.817446406226108,1.7482522911593,3,1.2496388091327808,0.26753685519363996,0.09852062882527934,2.400756989440282,0.042906712094208876,11.000704584645636,81.81934634631018,0.17084965818422557,GSE27342;GSE63089;GSE13911,0.1716268483768355
STAD,ERBB_LIGANDS,3,163,156,-1.06354478201971,0.111696023128034,2,-0.3448338616632255,0.34612986775311316,-1.834110481998978,1.1444427586725272,0.42409360400186064,17.743741455940963,88.72842007438989,0.3128921484610445,GSE27342;GSE63089;GSE13911,0.5130807243410656
STAD,ERBB_RECEPTORS,3,163,156,-0.75740119253536,0.18730526953778,2,-0.2513111342916958,0.26909936385791633,-1.4091522467688031,0.9065299781854115,0.44894563379843233,14.814980122100277,86.50015063458306,0.18170461371290222,GSE27342;GSE63089;GSE13911,0.5130807243410656
STAD,FGFR_AXIS,3,163,156,-0.261143598648666,0.209118425880729,2,-0.015264435180650477,0.1455401473891413,-0.6414731476326784,0.6109442772713775,0.9260408545266818,6.288360266559282,68.19520645730572,0.04592304478194183,GSE27342;GSE63089;GSE13911,0.9260408545266818
STAD,HGF_MET_AXIS,3,163,156,0.418105870075494,0.995397000744204,3,0.6318018824858872,0.18235448611122335,-0.15280614496262823,1.4164099099344027,0.07415741579844595,7.210247189334867,72.26169994617761,0.07164551911851146,GSE27342;GSE63089;GSE13911,0.2108647115801879
STAD,IGF_INSR_AXIS,3,163,156,-0.139782666960805,0.082576400611045,2,0.03951945541897425,0.04964094264165772,-0.1740682819454908,0.2531071927834393,0.5094528207195089,0.6985467917180103,0.0,0.0,GSE27342;GSE63089;GSE13911,0.5434163421008095
STAD,JAK_STAT,3,163,156,0.51530352184961,0.8648557777658,3,0.6825580523390704,0.11581604377690706,0.18424183543357808,1.1808742692445628,0.027604515254402027,3.1385879563323753,36.277076576272925,0.018391385721768634,GSE27342;GSE63089;GSE13911,0.1716268483768355
STAD,PDGFR_KIT_CSF1R,3,163,156,-0.760450675627649,-0.0224027229703747,3,-0.24443728133504933,0.21985710126232408,-1.1904060382361918,0.7015314755660933,0.3819609369863039,7.301034042725045,72.60661998976904,0.09877627843132707,GSE27342;GSE63089;GSE13911,0.5130807243410656
STAD,PI3K_AKT,3,163,156,0.481022865708891,0.922024370166962,3,0.6793578858503545,0.13668052204014736,0.09126906459073303,1.267446707109976,0.038174902435946255,4.419829347035823,54.74938412856803,0.033978473926007634,GSE27342;GSE63089;GSE13911,0.1716268483768355
STAD,RAS_MAPK,3,163,156,0.33298753226988,1.35392188763386,3,0.8259520582875509,0.30051703972343696,-0.46706840301472263,2.1189725195898244,0.11080851426278959,19.705241147141166,89.8504160133551,0.2435955899163671,GSE27342;GSE63089;GSE13911,0.22161702852557918
STAD,RET_ALK_NTRK,3,163,156,-1.31228547460227,-0.745855126445411,3,-0.9692173550205337,0.16580135797684284,-1.6826030205157643,-0.2558316895253032,0.02803903923841041,4.3961478024100575,54.50562424439962,0.04108888137643105,GSE27342;GSE63089;GSE13911,0.1716268483768355
STAD,SRC_FAK,3,163,156,-0.0909585201483035,0.831871888559389,2,0.372730846837299,0.25986393487358533,-0.7453734219099695,1.4908351155845674,0.2879171843291339,10.815966697896638,81.50881880591463,0.1604275486373636,GSE27342;GSE63089;GSE13911,0.4606674949266142
STAD,TAM_AXL_AXIS,1,38,31,-0.271783630194007,-0.271783630194007,1,-0.271783630194007,,,,,0.0,0.0,0.0,GSE13911,
STAD,TGFB_SMAD,3,163,156,0.249381625986844,0.782236381649988,3,0.492147712768406,0.15048288378935926,-0.15532787794845165,1.1396233034852636,0.08213909306200874,4.5514632562619335,56.05808753375331,0.03441658250455968,GSE27342;GSE63089;GSE13911,0.2108647115801879
STAD,TIE_ANGPT_AXIS,3,163,156,-0.0017296560516391,0.227130986011371,2,0.05061536046444042,0.05242125352056915,-0.174935089092725,0.27616581002160584,0.4361395192845731,0.7794961316517024,0.0,0.0,GSE27342;GSE63089;GSE13911,0.5130807243410656
STAD,VEGF_PDGF_AXIS,3,163,156,0.315999310378914,0.94152128395248,3,0.5195597835701721,0.16978807795163917,-0.21097935350736263,1.250098920647707,0.09225331131633221,5.1648550056967135,61.27674450117095,0.04511316651142122,GSE27342;GSE63089;GSE13911,0.2108647115801879
STAD,WNT_CTNNB1,3,163,156,0.279951100536628,1.3851993364944,3,0.7853717697623498,0.31565901089558274,-0.5727993351375443,2.143542874662244,0.13062680037809035,17.366376687085534,88.48349292407497,0.2570212342239484,GSE27342;GSE63089;GSE13911,0.23222542289438286
