"disease","feature","k","est","se","p","ci_lo","ci_hi","I2","tau2","measures","cohorts","fdr"
"CRC","VEGF_PDGF_AXIS",3,0.909958374768746,0.258492081934064,0.000431130008111131,0.403323203889205,1.41659354564829,75.727007441761,0.150151341036972,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",0.000666291830717202
"ESCC","VEGF_PDGF_AXIS",2,1.02375456397169,0.231557627906586,9.81700073966072e-06,0.569909952929259,1.47759917501413,27.9664626232749,0.0358844550628356,"SMCRPH 2","GSE20347;GSE23400",8.34445062871162e-05
"HCC","VEGF_PDGF_AXIS",2,0.808570398833123,0.217219192054752,0.000197360826989976,0.38282860565492,1.23431219201133,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.00111837801960986
"IBD","VEGF_PDGF_AXIS",3,1.67263886090838,0.297272175447558,1.83770324036926e-08,1.08999610342529,2.25528161839146,66.8129774952085,0.163605269974473,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",6.24819101725549e-08
"LUAD","VEGF_PDGF_AXIS",3,-1.2077922269908,0.174652235248841,4.66504362197241e-12,-1.55010431789795,-0.865480136083659,51.8215244299329,0.0471995397780819,"SMCRPH 3","GSE10072;GSE19804;GSE32863",1.58611483147062e-11
"NAFLD","VEGF_PDGF_AXIS",2,0.169082315942198,0.503395278659502,0.736958498537269,-0.817554300217931,1.15571893210233,82.8861686400807,0.420888706705242,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","VEGF_PDGF_AXIS",3,0.289444716166552,0.25995447911275,0.265517850868284,-0.220056700514307,0.798946132847411,74.5475780056532,0.150976746152031,"SMCRPH 3","GSE15471;GSE28735;GSE62452",0.326791201068658
"STAD","VEGF_PDGF_AXIS",3,0.622773221916327,0.163366886977986,0.000137783213232171,0.302580007173049,0.942966436659604,47.2047836905206,0.0383293265987292,"SMCRPH 3","GSE13911;GSE27342;GSE63089",0.000367421901952457
"Asthma","WNT_CTNNB1",3,-0.550793369418939,0.133938172396504,3.91744103846232e-05,-0.813307363471203,-0.288279375366676,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472",0.000665964976538594
"COPD","WNT_CTNNB1",2,-0.525496294100539,0.160892245939018,0.00109025066497848,-0.840839301532775,-0.210153286668302,50.2778810248771,0.0266550169858496,"SMDH 2","GSE47460;GSE76925",0.00545125332489241
"CRC","WNT_CTNNB1",3,2.79989446449513,0.361522610288253,9.57862924400948e-15,2.09132316873324,3.50846576025702,78.8567056802022,0.305738584265721,"SMCRPH 2|SMDH 1","GSE23878;GSE41258;GSE44076",4.07091742870403e-14
"ESCC","WNT_CTNNB1",2,0.585422817470789,0.140722870205775,3.18092396460951e-05,0.309611060066367,0.861234574875212,0,0,"SMCRPH 2","GSE20347;GSE23400",0.000119672424703099
"HCC","WNT_CTNNB1",2,0.354175326184387,0.44757555762082,0.428757494237401,-0.523056647112851,1.23140729948163,72.2894198153329,0.298002031404738,"SMCRPH 1|SMDH 1","GSE57957;GSE62232",0.455554837627239
"IBD","WNT_CTNNB1",3,0.149659396698941,0.399470459518395,0.707924899074369,-0.633288316844779,0.932607110242661,87.9697699846967,0.420570194352847,"SMCRPH 1|SMDH 2","GSE179285;GSE75214;GSE87473",0.752170205266517
"LUAD","WNT_CTNNB1",3,-0.763754659304027,0.431387967358991,0.0766507279275825,-1.60925953869159,0.0817502200835367,92.5706888510108,0.51523538243536,"SMCRPH 3","GSE10072;GSE19804;GSE32863",0.100235567289916
"NAFLD","WNT_CTNNB1",2,0.0828365990399739,0.205435361185333,0.686782976588577,-0.319809310034256,0.485482508114204,0,0,"SMDH 2","GSE33814;GSE66676",0.880988098937441
"PAAD","WNT_CTNNB1",3,1.02805056877919,0.204072868246294,4.71247414783957e-07,0.62807509679467,1.42802604076372,49.9817545940089,0.0624320663973907,"SMCRPH 3","GSE15471;GSE28735;GSE62452",2.51331954551444e-06
"STAD","WNT_CTNNB1",3,0.834393808413521,0.248119749693164,0.00077137416136975,0.348088035161827,1.32069958166522,77.3209444476838,0.140560272915324,"SMCRPH 3","GSE13911;GSE27342;GSE63089",0.00176314094027371
