"disease","feature","k","est","se","p","ci_lo","ci_hi","I2","tau2","measures","cohorts","note","fdr"
"NAFLD","FGFR_AXIS",2,-0.0795298757752892,0.295455174579237,0.832603993498374,-3.83364381434132,3.67458406279074,51.1460668433509,0.0906792385943488,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","FGFR_AXIS",3,-0.281575805959713,0.334470781663421,0.488488803797074,-1.72068742770527,1.15753581578584,91.5964706250394,0.306595930690187,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.558272918625227
"STAD","FGFR_AXIS",3,-0.0397674857673678,0.1970825202219,0.858749890651951,-0.887745129386031,0.808210157851296,78.8893915030451,0.0986403640534986,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.858749890651951
"Asthma","HGF_MET_AXIS",3,-0.265868861925229,0.137671846033416,0.193199964161833,-0.858223006070552,0.326485282220094,0.00303602090391153,1.60970050539077e-06,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.364933265639017
"COPD","HGF_MET_AXIS",1,-0.742495016858115,0.176627021302349,2.62534304985595e-05,-1.08867761730731,-0.396312416408922,0,0,"SMDH 1","GSE76925","",NA
"CRC","HGF_MET_AXIS",3,0.950158798695555,0.113090439193344,0.0138723020000618,0.463569911791747,1.43674768559936,0.00941039280103999,2.70875781278011e-06,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0262032371112278
"ESCC","HGF_MET_AXIS",2,0.672466868402831,0.241499923240189,0.219494462535441,-2.39608060005749,3.74101433686315,62.1488071367846,0.074870183749858,"SMCRPH 2","GSE23400;GSE20347","",0.517710622583317
"HCC","HGF_MET_AXIS",2,-0.668622418961825,0.373105555742263,0.324027201401693,-5.40937799842726,4.07213316050361,73.9843281436973,0.21121530679129,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.449493047555973
"IBD","HGF_MET_AXIS",3,1.6683762766955,0.247588126494954,0.0213209636577679,0.603090548378428,2.73366200501257,59.1120639049401,0.100905969414818,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.0615602933410572
"LUAD","HGF_MET_AXIS",3,0.721283919647621,0.240825339954597,0.0957378802956853,-0.31490388670087,1.75747172599611,85.270108886237,0.150438002648099,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.14795854227515
"NAFLD","HGF_MET_AXIS",2,-0.149120404640072,0.17362501378168,0.548243118217893,-2.35523537707126,2.05699456779111,0,0,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","HGF_MET_AXIS",3,1.53501325167522,0.163697955141129,0.0111822644032691,0.83067779813284,2.23934870521761,38.3758085172386,0.0279143258268869,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.0596387434841018
"STAD","HGF_MET_AXIS",3,0.7890551071164,0.214093430441621,0.0663736433276172,-0.13211457579467,1.71022479002747,76.6229066939678,0.102260593999113,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.176996382206979
"Asthma","IGF_INSR_AXIS",3,-0.818296397539505,0.23007314640754,0.0707632555645177,-1.80822124897195,0.171628453892944,63.838867104291,0.101814016687201,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.238988416282864
"COPD","IGF_INSR_AXIS",2,-0.210949165213156,0.294657119039042,0.604451033210723,-3.95492284669463,3.53302451626832,85.3109223126387,0.148391414952653,"SMDH 2","GSE76925;GSE47460","",0.647626107011489
"CRC","IGF_INSR_AXIS",3,-0.98717265973396,0.0819625707331747,0.00682310838205232,-1.33982913843634,-0.634516181031582,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0231853935335041
"ESCC","IGF_INSR_AXIS",2,0.954107654417441,0.384062819485487,0.243628528274502,-3.92587316151767,5.83408847035255,78.7025018875053,0.236914989189698,"SMCRPH 2","GSE23400;GSE20347","",0.517710622583317
"HCC","IGF_INSR_AXIS",2,-0.97747965895434,0.153435861267619,0.0991219425488486,-2.927067126092,0.972107808183323,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.424478732628124
"IBD","IGF_INSR_AXIS",3,-0.558625769471262,0.112326891073282,0.0381342473710257,-1.04192937397199,-0.0753221649705336,0,0,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.0899691219878595
"LUAD","IGF_INSR_AXIS",3,-0.425310450319628,0.0751648851440776,0.0298422521786434,-0.748718848566098,-0.101902052073158,0,0,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.0845530478394896
"NAFLD","IGF_INSR_AXIS",2,-1.03181476798273,0.654757935115315,0.359977291053871,-9.35130314419292,7.28767360822746,89.0932390754664,0.764719933501992,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","IGF_INSR_AXIS",3,-0.551113569822571,0.362522120513911,0.267826455417991,-2.11092036124631,1.00869322160117,92.440906398515,0.364843418352565,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.38956575333526
"STAD","IGF_INSR_AXIS",3,0.0580163961195698,0.0569522756239007,0.415524997182708,-0.18702946805905,0.30306226029819,0,0,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.490579641399776
"Asthma","JAK_STAT",3,-0.164145345595669,0.0991379741869869,0.239614391371129,-0.59070162085314,0.262410929661802,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.370313150300835
"COPD","JAK_STAT",2,0.281843560148177,0.0533834187373329,0.119169166834585,-0.39645708784532,0.960144208141674,0,0,"SMDH 2","GSE76925;GSE47460","",0.415475115455989
"CRC","JAK_STAT",3,-0.0586681335802771,0.00873952325458441,0.0214783543966667,-0.0962712671683236,-0.0210649999922305,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0365132024743333
"ESCC","JAK_STAT",2,-0.153567846378375,0.317634433522416,0.713305128179409,-4.18949598997307,3.88236029721632,78.67603209387,0.161022372582359,"SMCRPH 2","GSE23400;GSE20347","",0.716188799862626
"HCC","JAK_STAT",2,0.805956118729266,0.519664606503415,0.364590272392753,-5.79700876564679,7.40892100310533,91.0788787118232,0.492568925318693,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.449493047555973
"IBD","JAK_STAT",3,2.03673486748146,0.305213756447019,0.0217271623556673,0.723506065147608,3.34996366981531,73.9252236839189,0.196658072829048,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.0615602933410572
"LUAD","JAK_STAT",3,-1.01233058031722,0.0600412544185905,0.00349921480317885,-1.27066724753895,-0.753993913095492,0,0,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.0297433258270202
"NAFLD","JAK_STAT",2,-0.0269141727452973,0.343565585686934,0.950230249583168,-4.39232884478726,4.33850049929666,62.630781276765,0.149461298955351,"SMDH 2","GSE33814;GSE66676","",0.950230249583168
"PAAD","JAK_STAT",3,0.680278850091015,0.21365625664759,0.0860934547859075,-0.239009825801791,1.59956752598382,76.1342561321474,0.0995183375952299,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.196785039510646
"STAD","JAK_STAT",3,0.852324045740179,0.131319995417772,0.0229252827372252,0.287299708985217,1.41734838249514,48.251148515137,0.0292228110658327,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.110196367949718
"Asthma","PDGFR_KIT_CSF1R",3,0.355941293080135,0.110492076213691,0.0843488528057166,-0.119467740256388,0.831350326416659,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.238988416282864
"COPD","PDGFR_KIT_CSF1R",2,0.371803118091228,0.236940059267668,0.361202874199515,-2.63880578516514,3.38241202134759,77.6630378048515,0.0874888991755961,"SMDH 2","GSE76925;GSE47460","",0.593654657869055
"CRC","PDGFR_KIT_CSF1R",3,-1.06401670034907,0.050795567643803,0.0022712930305997,-1.28257238813085,-0.845461012567287,0,0,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0220882260920765
"ESCC","PDGFR_KIT_CSF1R",2,-0.266046347768123,0.131818140066434,0.29285624730725,-1.94095462339399,1.40886192785774,6.25857802711397,0.00305946248551643,"SMCRPH 2","GSE23400;GSE20347","",0.553172911580362
"HCC","PDGFR_KIT_CSF1R",2,-0.134983537170049,0.0638403538213913,0.281241888614666,-0.94615214325448,0.676185068914382,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.434646555131756
"IBD","PDGFR_KIT_CSF1R",3,1.53187469773335,0.3256358865021,0.042338410347228,0.130776561770702,2.932972833696,80.2487854051153,0.249700223475359,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.0899691219878595
"LUAD","PDGFR_KIT_CSF1R",3,-1.1086495837539,0.300847052814291,0.0663889457484947,-2.40308997678238,0.185790809274594,88.92459858338,0.245371738088466,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.114712152258267
"NAFLD","PDGFR_KIT_CSF1R",2,0.120762063282959,0.179956487878592,0.623732408875087,-2.16580191530537,2.40732604187129,0,0,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","PDGFR_KIT_CSF1R",3,0.181357883263529,0.434882384943026,0.717158160030094,-1.68978999743154,2.0525057639586,94.8503113026022,0.531710898748887,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.7649687040321
"STAD","PDGFR_KIT_CSF1R",3,-0.264944122939878,0.218298576101239,0.348746393195009,-1.2042070873023,0.67431884142254,78.6773141307542,0.0987487584011463,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.490579641399776
"Asthma","PI3K_AKT",3,0.304545478307904,0.0415277592685394,0.0180909545526304,0.125865951530744,0.483225005085063,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.208457116511432
"COPD","PI3K_AKT",2,0.0802568755174248,0.020022389073766,0.15564593484738,-0.174151699361193,0.334665450396043,0,0,"SMDH 2","GSE76925;GSE47460","",0.415475115455989
"CRC","PI3K_AKT",3,-0.0742016634673317,0.0749762481215715,0.426646747743216,-0.396798422113984,0.248395095179321,0.00980275745799797,2.56483495294982e-06,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.483532980775644
"ESCC","PI3K_AKT",2,0.369682373716277,0.374333217426009,0.503979460289883,-4.3866721264496,5.12603687388215,84.627293303904,0.238454100087033,"SMCRPH 2","GSE23400;GSE20347","",0.571176721661868
"HCC","PI3K_AKT",2,0.990755837787883,0.887513462111075,0.465042252634491,-10.2861719179067,12.2676835934824,96.2907999903512,1.51747189703049,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.494107393424147
"IBD","PI3K_AKT",3,0.208406096907188,0.177588068996172,0.361414565987533,-0.55569369293013,0.972505886744505,29.1901542473435,0.0264880972356674,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.47261904782985
"LUAD","PI3K_AKT",3,0.647298979969626,0.412453528276809,0.257121603401873,-1.12734531936538,2.42194327930464,94.9592178123556,0.4872484971367,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.316793738879915
"NAFLD","PI3K_AKT",2,-0.29350259521451,0.0802483104127695,0.169909359954244,-1.31315405705126,0.72614886662224,0,0,"SMDH 2","GSE33814;GSE66676","",0.906183253089301
"PAAD","PI3K_AKT",3,0.362911664081682,0.1003989210289,0.0687368485829583,-0.0690700275472161,0.79489335571058,3.87533823753932,0.00108038801369422,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.183298262887889
"STAD","PI3K_AKT",3,0.721369687167849,0.120157400903939,0.0266412794780405,0.204374118168917,1.23836525616678,44.006762401328,0.023644046537,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.110196367949718
"Asthma","RAS_MAPK",3,0.296147768171427,0.0710657530061802,0.0530441113357885,-0.00962348799231588,0.601919024335169,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.238988416282864
"COPD","RAS_MAPK",2,-0.237101474889345,0.105417207305615,0.266336808287633,-1.57655409363027,1.10235114385158,0,0,"SMDH 2","GSE76925;GSE47460","",0.499381515539311
"CRC","RAS_MAPK",3,-0.37080824290856,0.237265677107868,0.258515125078241,-1.39168005619258,0.650063570375463,84.2738843707142,0.132892851200818,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.313911223309293
"ESCC","RAS_MAPK",2,-0.479849744931156,0.428318867443804,0.463915911707949,-5.92215696703861,4.96245747717629,86.1452987684083,0.318414404966953,"SMCRPH 2","GSE23400;GSE20347","",0.563326464216796
"HCC","RAS_MAPK",2,0.857145322013269,0.106381258654857,0.0786096094302952,-0.494556730547306,2.20884737457384,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.424478732628124
"IBD","RAS_MAPK",3,0.243158977718673,0.147333036925488,0.240648350271795,-0.390763915791055,0.877081871228401,9.5199482630596,0.00674012424712101,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.340918496218377
"LUAD","RAS_MAPK",3,-0.0304065316276546,0.319145367348756,0.932782862081785,-1.40357821763768,1.34276515438237,92.3912682200603,0.283756449202775,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.932782862081785
"NAFLD","RAS_MAPK",2,0.439053736821558,0.498444751266134,0.540276369394808,-5.89428732243761,6.77239479608073,79.9692279417039,0.399511806572861,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","RAS_MAPK",3,1.14986140775007,0.0579484171118078,0.00253012218344635,0.900529492679291,1.39919332282085,0,0,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.0404819549351417
"STAD","RAS_MAPK",3,0.858917697469296,0.263913476180089,0.082847008262797,-0.276610341234635,1.99444573617323,85.1999295680358,0.185277653648445,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.185759850530882
"Asthma","RET_ALK_NTRK",3,0.0846109462172257,0.253019265318627,0.769885591664897,-1.00404308638517,1.17326497881962,72.5916423813637,0.139336449948912,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.769885591664897
"COPD","RET_ALK_NTRK",2,0.702221519290602,0.0826289275500171,0.0745668255091956,-0.347678551290462,1.75212158987167,0,0,"SMDH 2","GSE76925;GSE47460","",0.372834127545978
"CRC","RET_ALK_NTRK",3,-1.17298784234724,0.212731468762778,0.0313523512487456,-2.08829747712302,-0.257678207571458,74.1665449896636,0.0927446355372913,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0484536337480614
"ESCC","RET_ALK_NTRK",2,-0.411484998682726,0.354497060957116,0.452723524967659,-4.91579723357605,4.09282723621059,83.19066490008,0.210404218435744,"SMCRPH 2","GSE23400;GSE20347","",0.563326464216796
"HCC","RET_ALK_NTRK",2,-1.15930461148964,0.513471760732475,0.265435594223703,-7.68358192960058,5.36497270662131,84.3722318716873,0.449059595514213,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.434646555131756
"IBD","RET_ALK_NTRK",2,-0.162861412379102,0.317943720195576,0.698632849430529,-4.20271941576514,3.87699659100694,67.601801466152,0.137352872221565,"SMDH 2","GSE87473;GSE179285","",0.791783896021266
"LUAD","RET_ALK_NTRK",3,-0.993494370766247,0.272040591262302,0.0674777366225101,-2.16399056336365,0.177001821831155,87.5002821844593,0.199401360130398,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.114712152258267
"NAFLD","RET_ALK_NTRK",1,-0.404519329702835,0.318617632302729,0.204224483112209,-1.02899841385561,0.219959754449939,0,0,"SMDH 1","GSE33814","",NA
"PAAD","RET_ALK_NTRK",1,-1.07502262448897,0.199529936502955,7.13348375430577e-08,-1.46609411387233,-0.683951135105617,0,0,"SMCRPH 1","GSE15471","",NA
"STAD","RET_ALK_NTRK",3,-1.14643580383734,0.194322819378115,0.0275490919874296,-1.9825394130872,-0.310332194587486,63.82306225147,0.0632666306787284,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.110196367949718
"Asthma","SRC_FAK",3,0.201997426293111,0.145758840671399,0.300096198516655,-0.4251522474068,0.829147099993022,10.5422075097812,0.00643923585573968,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.392433490367934
"COPD","SRC_FAK",2,-0.278477921330642,0.00613147092628312,0.0140147018466033,-0.356385646253898,-0.200570196407386,0,0,"SMDH 2","GSE76925;GSE47460","",0.21022052769905
"CRC","SRC_FAK",3,-0.520281874605583,0.14470116082071,0.0693958310543586,-1.14288071920873,0.102316969997562,60.0350897349604,0.0376822117631372,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.0907483944556998
"ESCC","SRC_FAK",2,1.362693887534,0.186430610487827,0.0865587929107546,-1.00613161841437,3.73151939348237,19.238675180548,0.0177396115446533,"SMCRPH 2","GSE23400;GSE20347","",0.483053765243801
"HCC","SRC_FAK",2,-0.924558303275617,0.356554770486013,0.234323018859913,-5.45501621673069,3.60589961017945,74.1099996339686,0.192152268556686,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.434646555131756
"IBD","SRC_FAK",3,0.464581925702526,0.00453090326790115,9.51005448653485e-05,0.445087022388661,0.484076829016392,0,0,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.00161670926271092
"LUAD","SRC_FAK",3,-0.0693449184075419,0.422855919690108,0.884812121193758,-1.88874709555291,1.75005725873782,95.5815278347416,0.512230270704088,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.932782862081785
"NAFLD","SRC_FAK",2,-0.0903989869777204,0.142893321125344,0.640902409007456,-1.90603078062831,1.72523280667286,0,0,"SMDH 2","GSE33814;GSE66676","",0.919661679056586
"PAAD","SRC_FAK",3,0.575215799946376,0.308695571669324,0.203436010097481,-0.752994044158214,1.90342564405097,89.8018677604898,0.256922000765237,"SMCRPH 3","GSE15471;GSE28735;GSE62452","",0.361664017951078
"STAD","SRC_FAK",3,0.439310398533951,0.294132987633349,0.273864188735429,-0.826241703616043,1.70486250068394,88.3099637098997,0.21690305466586,"SMCRPH 2|SMDH 1","GSE27342;GSE63089;GSE13911","",0.438182701976686
"Asthma","TAM_AXL_AXIS",3,0.212577960225108,0.120341218577977,0.219356620588086,-0.305208512390801,0.730364432841018,0,0,"SMDH 3","GSE4302;GSE43696;GSE67472","",0.370313150300835
"COPD","TAM_AXL_AXIS",1,0.261304594832462,0.174185101434425,0.133574340024779,-0.080091930622467,0.602701120287391,0,0,"SMDH 1","GSE76925","",NA
"CRC","TAM_AXL_AXIS",3,0.00991375152612886,0.0841864037249521,0.917018621304587,-0.352311108268827,0.372138611321085,0.015256430419794,4.09537098266489e-06,"SMCRPH 1|SMDH 2","GSE44076;GSE41258;GSE23878","",0.917018621304587
"ESCC","TAM_AXL_AXIS",2,-0.656736561980505,0.11851317992116,0.11365970946913,-2.16258928999387,0.849116166032863,0,0,"SMCRPH 2","GSE23400;GSE20347","",0.483053765243801
"HCC","TAM_AXL_AXIS",2,-0.319128032152729,0.138622670510802,0.260879306996154,-2.08049606473827,1.44224000043281,0,0,"SMCRPH 1|SMDH 1","GSE57957;GSE62232","",0.434646555131756
"IBD","TAM_AXL_AXIS",3,0.684045536894907,0.157828473447778,0.0493295090402932,0.00496442478263359,1.36312664900718,23.7571937294551,0.0180402753586263,"SMDH 3","GSE75214;GSE87473;GSE179285","",0.0921107863463364
"LUAD","TAM_AXL_AXIS",3,-0.319493366781959,0.0612684829337307,0.0348630684855733,-0.583110372124383,-0.0558763614395341,0,0,"SMCRPH 3","GSE32863;GSE19804;GSE10072","",0.0846674520363923
